App_Category,App_Type,Score,Review_Date,Review_Content,Thumbs_Up,Cleaned_Review,Dominant_Topic_ID,Topic_Name
Traditional Bank B,Traditional Bank,4,2026-06-18 19:21:56,does all the things it's supposed to.,0,things supposed,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-18 19:19:11,greatly easily to send money.,0,greatly easily send,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-18 18:53:47,Help me out a lot,0,help lot,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-18 18:48:35,"seamless experience. Able to access and complete updates, payments, or set up autopay, review account status etc.",0,seamless experience able access complete updates payments set autopay review status etc,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 18:47:42,working good and very fast!,0,working good fast,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-18 18:33:00,easy to use and navigate.,0,easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 18:16:50,Just started using the App but so far it is good!!! After almost 3 years I'm still happy with the App. No issues,0,started using far good almost years still happy issues,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-18 18:13:32,Citi Mobile app is easy to use and always available. I check my spending regularly.,0,citi mobile easy always available check spending regularly,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 17:41:36,"citi app is easy use , and I appreciate that. Thank you",0,citi easy appreciate thank,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 17:37:18,fast & easy.,0,fast easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 17:37:08,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 17:12:06,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 16:54:11,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 16:29:41,Very intuitive & easy to use.,0,intuitive easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 16:19:53,Convenient and user friendly,0,convenient user friendly,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,4,2026-06-18 16:17:36,It's been giving error for the last 3 weeks. You have to keep instal it every single day. Thanks,0,giving error last weeks keep instal every single day thanks,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-18 16:11:22,Great app!,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-18 15:37:43,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 15:21:53,"easy to use, no confusion and most important info when app is first opened.",0,easy confusion important info first opened,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 14:31:42,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 13:25:11,Citizens looks out from its customers!,0,citizens looks customers,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-18 13:23:32,Great!,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-18 12:45:12,Excellent App,0,excellent,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-18 09:29:23,Easy and fast. good service. Online banking.,0,easy fast good service online,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-18 08:52:16,User friendly & simple to use.,0,user friendly simple,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 08:49:27,very easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 07:30:05,Very convenient,0,convenient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 06:50:38,Easy and quick to use. Love the app. Same feeling in 2023 as I had in 2020. Great app. Feeling the same in 2024. It's even better.....😀 Still loving it in 2026.😉,0,easy quick love feeling great feeling even better still loving,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-18 06:37:27,very easy to use and convenient,0,easy convenient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 06:24:05,Absolutely amazing and very easy to use.,0,absolutely amazing easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 06:09:12,Reliable info here!,0,reliable info,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-18 06:08:38,I haven't had a problem yet. :),0,havent problem yet,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-18 04:54:15,I like the way that it was my cards and house all the information at my fingertips payments go through seamlessly and are posted immediately,0,way cards house information fingertips payments seamlessly posted immediately,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-18 04:20:35,The app is so easy to use. UI is impressively glitch free.,0,easy impressively glitch free,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 03:58:29,Card was compromised. The charges were denied and I was immediately notified to call them. My card was cancelled and a new one issued in about 10 minutes. Great customer service!,0,card compromised charges denied immediately notified call card cancelled new one issued minutes great customer service,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-18 03:38:07,great,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-18 02:59:57,Very easy to use,4,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 02:17:10,great app with easy payment scheduling and excellent notifications and reminders.,0,great easy payment scheduling excellent notifications reminders,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-18 02:04:54,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 01:35:51,"I'm very grateful for Citi Bank and specifically Excellent Polina at the Solana Beach branch, she is a serious banker and helped me immensely during a devastating breach. This bank, unlike Wells Fargo and Chase actually has your back.",0,grateful citi specifically excellent polina solana beach branch serious banker helped immensely devastating breach unlike wells fargo chase actually back,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,3,2026-06-18 01:28:27,not sure payment was received i ended up paying double,0,sure payment received ended paying double,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-18 01:27:23,easy to set up and very functional.,0,easy set functional,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 01:21:19,Quick and easy,0,quick easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 01:04:38,works great,0,works great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-18 01:01:43,great,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-18 00:08:40,Super easy to use. Thanks,0,super easy thanks,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-18 00:06:26,Great app. I can do everything easily,0,great everything easily,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-18 00:02:30,is very easy to work with,0,easy work,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 23:58:22,Love it! Very user friendly.,0,love user friendly,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 23:57:19,"easy, always immediate payment information. easy navigating. user friendly.",0,easy always immediate payment information easy navigating user friendly,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 23:53:37,the best barnone,0,best barnone,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-17 23:52:53,love it,0,love,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,2,2026-06-17 23:46:44,was decent until last update. buggy and now you can even see your balance after each transaction,0,decent last update buggy even see balance transaction,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-17 23:22:22,very easy to use and payments are posted fast,0,easy payments posted fast,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 23:16:40,Great to get notified of charges made to the card.,0,great notified charges made card,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,4,2026-06-17 23:14:37,clearnand user friendly.,0,clearnand user friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 23:04:49,very good service and good people,0,good service good people,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,4,2026-06-17 22:34:44,"It was easy , I'm not so good with cmputers but it's easy to do. Thanks for that. SS.",0,easy good cmputers easy thanks,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 22:23:03,excellent.,0,excellent,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 22:00:27,Best app,0,best,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,1,2026-06-17 21:32:22,reduced my available credit for some unknown reason...now I'm supposed to jump thru some hoops to find out why. I'm not even on X.,0,reduced available credit unknown reasonnow supposed jump thru hoops find even,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,4,2026-06-17 21:14:15,easy to navigate,0,easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 21:10:42,Very easy to track credit score and what affects it.... love the options for 0 interest cards and ease of applying,0,easy track credit score affects love options interest cards ease applying,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 21:09:14,user friendly,0,user friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,3,2026-06-17 20:24:15,Went a long time when I couldn't use it. It updated and stopped working on my phone. Works on my new phone. update - Citi no longer sends me a paper bill forcing me to pay online. Much prefer the old paper bill. Helps me stay organized and ensures I don't miss a payment. Drop to 3 stars.,0,went long time couldnt updated stopped working phone works new phone update citi longer sends paper bill forcing pay online much prefer old paper bill helps stay organized ensures dont miss payment drop stars,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-17 20:06:41,Had no problems,0,problems,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,4,2026-06-17 20:02:42,app some time glitches but iver all really good,0,time glitches iver really good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-17 20:01:58,"the app is easy to use, and you can access your information at your fingertips ☺️",0,easy access information fingertips,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 19:52:32,"This is by far one of the easiest, informative apps have used in a while. Love the notifications and alerts, that are useful and not just annoying.",0,far one easiest informative apps used love notifications alerts useful annoying,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 19:49:17,Easy to use.,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 19:24:57,It's easy to use and understand.,0,easy understand,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:56:43,"Great app! I have been using for over a year now. No kinks or issues so far. Thanks Citi! Access to every function at the tip of your finger! Love the alerts, even the pending transactions are clear & concise. Check in 10/2024 ... the app is still great & is still 5 stars! 6/2026 ... App still going strong!",2,great using year kinks issues far thanks citi access every function tip finger love alerts even pending transactions clear concise check still great still stars still going strong,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:48:43,simple and protected,0,simple protected,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:44:27,The app is easy to use.,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:42:58,love using Citi Mobile app. Never had a problem.,0,love using citi mobile never problem,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:42:06,"Super easy to navigate, runs very smooth, I like the travel offers that come through the site",0,super easy navigate runs smooth travel offers come site,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:19:08,Great,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:08:41,Easy to use. I don't have to jump through hoops to make a payment.,0,easy dont jump hoops make payment,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:08:35,"easy to use, all service including",0,easy service including,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 18:02:12,easy and intuitive,0,easy intuitive,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 17:58:05,easy to use and intuitive,0,easy intuitive,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 17:53:14,really happy banking with citi...best customer service..always feels seemless!!,1,really happy citibest customer servicealways feels seemless,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 17:50:00,Very good service,0,good service,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,4,2026-06-17 17:47:17,"Freat once you get in. The app is the most reliable way to view the account. When I go to log in on my pc I basically have to validate using the app, so regardless it is essential. I enjoy the slide feature to allow you to quickly switch from one account to another. They are good with notifications as to when something is due, or when you are nearing a certain balance",0,freat reliable way view log basically validate using regardless essential enjoy slide feature allow quickly switch one another good notifications something due nearing certain balance,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-17 17:46:39,Great,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-17 17:40:14,easy use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 17:25:28,easy to use. love it,0,easy love,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 17:11:47,easy to access my account,0,easy access,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 17:07:21,Easy to use and secure,0,easy secure,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 16:50:05,"User friendly, easy to use!! Immediately presents the latest account data and transactions. I use it often to keep track of expenses and payments. Great App!!",0,user friendly easy immediately presents latest data transactions often keep track expenses payments great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-17 16:36:48,App has always been reliable and is Super easy to use.,0,always reliable super easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 16:28:54,Easy-to-use app,0,easytouse,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 16:26:11,SO easy to use. I'm a non tech savvy 75 year old and some sites are a challenge. This one so user friendly!,0,easy non tech savvy year old sites challenge one user friendly,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 16:09:55,easy access,0,easy access,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 16:05:50,easy to access and understand,0,easy access understand,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 15:49:18,App is simple to use,0,simple,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 15:39:03,this user-friendly,0,userfriendly,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 15:29:30,"it's simple, I need that.",0,simple need,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 15:09:45,Very easy to use.,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 14:45:00,"I like having my info at my fingertips. I can pay online, check balance, dispute charges and apply for higher credit limit. also use my credit certificate straight from my phone.",0,info fingertips pay online check balance dispute charges apply higher credit limit also credit certificate straight phone,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-17 14:35:51,good to have.,0,good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-17 14:30:02,Never had a bad experience with this card in the more then ten years I have had it. Thank You for always being there when I needed it.,0,never bad experience card ten years thank always needed,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 14:26:02,Effective and easily navigable,0,effective easily navigable,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 14:18:59,very good,0,good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-17 14:17:03,"Easy, quick and accurate. I like it.",0,easy quick accurate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 14:08:43,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 13:06:11,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 12:49:12,This app is extremely easy to use. It makes paying my bill and checking my account status so quick!.,0,extremely easy makes paying bill checking status quick,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 10:41:22,Works well,0,works well,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-17 10:19:59,easy to use and great perks,0,easy great perks,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-17 08:11:36,easy to get around it,0,easy around,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 07:25:34,just what I need user friendly,0,need user friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,4,2026-06-17 07:06:27,I like having the app and being to check on what has gone thru. I like Citi notifying me every time I have used it.,0,check gone thru citi notifying every time used,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 06:05:31,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 06:02:26,Great 👍,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-17 05:29:43,very easy to navigate,0,easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 05:15:28,nice app,0,nice,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,1,2026-06-17 04:27:11,Citi's authentication for out of country purchases is so irritatingly long that somebody else bought my items away from me while I was authenticating. Sellers don't hold the items waiting 30 minutes for you to clear the charge. Don't use this card if you're travelling out of the country.,0,citis authentication country purchases irritatingly long somebody else bought items away authenticating sellers dont hold items waiting minutes clear charge dont card youre travelling country,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-17 04:25:28,Easy to navigate. everything is in 1 place. If you have more than 1 acct you can view all of them.,0,easy navigate everything place acct view,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 04:19:21,wonderful,0,wonderful,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 04:13:23,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 03:55:12,Easy... Simple like me. :),0,easy simple,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 02:47:23,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 02:39:31,easy to understand and use,0,easy understand,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 02:17:56,My experience has been very positive over the last 8 years. It's a nice little app with all the info. I need to know about my card,0,experience positive last years nice little info need know card,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 01:49:10,Easy breezy to use!,0,easy breezy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 01:42:15,Great job,0,great job,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-17 01:33:19,Citibank and their app Citi Mobile has been the very simplest of Banks and mobile systems to work with. I think I'm very much for all the support and business they help me conduct.,0,citibank citi mobile simplest banks mobile systems work think much support business help conduct,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-17 00:50:24,User Friendly. Very happy with Flex Pay.,0,user friendly happy flex pay,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 00:46:04,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-17 00:43:14,safety,0,safety,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-17 00:24:00,"very easy to use, access with secure options. good options for flex pay on larger items.",0,easy access secure options good options flex pay larger items,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-17 00:15:49,easy to use and keep up with my card usage,0,easy keep card usage,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 23:53:15,It works.,0,works,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-16 23:50:52,all in one app,0,one,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-16 23:35:13,Easy to navigate and responsive.,0,easy navigate responsive,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 23:33:50,"My wife paid all our bills for 54 years. I worked, she took care of everything. She passed in Febuary. Citi Mobile has made my life a little easier, where keeping up, and paying are concerned. Thank you.",0,wife paid bills years worked took care everything passed febuary citi mobile made life little easier keeping paying concerned thank,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,4,2026-06-16 23:30:42,"Easy to navigate, seeing FICO score is a definite plus",0,easy navigate seeing fico score definite plus,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 23:28:27,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 23:27:47,Some how there was an unauthorized purchase on my card and I was alerted via text immediately. I went to the app and saw the purchase. Using the app I was able to confirm it was indeed unauthorized and my card was automatically deactivated and replaced immediately.,0,unauthorized purchase card alerted via text immediately went saw purchase using able confirm indeed unauthorized card automatically deactivated replaced immediately,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-16 23:25:26,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 23:16:01,user friendly,0,user friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-16 22:49:22,excellent,0,excellent,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-16 22:41:44,Interest not too bad about $35 a month there are other offers their checking account and loans and Investing to interesting invest company,0,interest bad month offers checking loans investing interesting invest company,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-16 22:29:42,Excellent,0,excellent,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-16 22:23:54,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 22:01:00,easy peasy.,0,easy peasy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,4,2026-06-16 21:31:57,very efficient and easy to navigate. ju,0,efficient easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 21:27:01,Great!!,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-16 21:24:55,secure and easy to use,0,secure easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 21:02:20,help full easy,0,help full easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 20:59:45,Great!,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-16 20:53:55,I have been using this app for years. everything works great!,0,using years everything works great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-16 20:00:24,the app is very easy to use.,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 19:57:13,works,0,works,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,1,2026-06-16 19:55:45,misleading banners,0,misleading banners,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 19:23:11,Very convenient and easy to navigate.,0,convenient easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 19:13:56,SOLVED MY ISSUES RIGHT WAY THANK YOU AGAIN FOR YOUR QUICK RESPONSE.,0,solved issues right way thank quick response,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,4,2026-06-16 18:42:19,very good,0,good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-16 18:40:12,"easy, peasy!",0,easy peasy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 18:39:32,Effortless...with Real Time Alerts!,0,effortlesswith real time alerts,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,4,2026-06-16 18:36:16,"For the most part, it works very well. But there are still bugs in the system or 'technical difficulties' as its worded. Ill keep using.",0,part works well still bugs system technical difficulties worded ill keep using,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-16 18:30:09,clear and efficient,0,clear efficient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 18:24:07,"Secure, easy and good loyalty points with Costco.",0,secure easy good loyalty points costco,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-16 18:00:36,"Excellent, easy-to-use app.",0,excellent easytouse,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-16 17:56:26,Citi mobile app.is so easy to use and I would recommend it 👌,0,citi mobile appis easy recommend,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 17:47:45,so easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 17:43:56,The site is extremely user friendly and easy to navigate,0,site extremely user friendly easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 17:42:04,"Easy, fast and very convenient!!",0,easy fast convenient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 17:29:07,it's easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,4,2026-06-16 17:19:08,My husband & I both have Citi Accounts. I would like to be able to combine them under one login. Right now I have to use 2 different logins.,0,husband citi accounts able combine one login right different logins,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-16 17:12:16,simple and easy to use,0,simple easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-16 17:11:03,Still a really great app!,0,still really great,1,"Theme 2: great, service, works"
