App_Category,App_Type,Score,Review_Date,Review_Content,Thumbs_Up
Traditional Bank A,Traditional Bank,1,2026-06-04 09:15:50,"The credit card statement is full of ads which may it hard to view transactions. Terrible, who idea was this! Zero stars!",0
Traditional Bank A,Traditional Bank,2,2026-06-04 05:37:20,"literally cannot access my account because I can't change my password. keeps telling me it is invalid even though I am following all the rules that it is telling me. no joke I'm going to close my account because of this, what a joke. tried like 6 different unique, strong passwords that are in line with what it is telling me to do with no luck. does not tell me WHY the password is invalid, you know the obvious thing",0
Traditional Bank A,Traditional Bank,5,2026-06-04 04:49:48,very nice for useful & good service,0
Traditional Bank A,Traditional Bank,1,2026-06-04 04:08:28,bad customer service with 2 people,0
Traditional Bank A,Traditional Bank,5,2026-06-04 02:31:21,Everybody that I've ever spoken to has been very courteous and I appreciate that. Also helpful.,0
Traditional Bank A,Traditional Bank,5,2026-06-04 02:24:58,This bank has always works hard to keep me happy. Great job.,0
Traditional Bank A,Traditional Bank,5,2026-06-04 00:42:35,Easy use,0
Traditional Bank A,Traditional Bank,3,2026-06-04 00:08:19,the rating is now dropping since it thinks my phone is rooted and limiting what I can do.,0
Traditional Bank A,Traditional Bank,5,2026-06-03 23:46:11,good app,0
Traditional Bank A,Traditional Bank,5,2026-06-03 20:44:25,I always find live person as well as their patience to be outstanding customer service 1. on 1 best of all they always try to find a solution I find that to be the best even going inside the bank branch used to be with Bank of America for 13 years Chase has my vote without standing service with checking account credit card,1
Traditional Bank A,Traditional Bank,1,2026-06-03 18:42:26,terrible app,0
Traditional Bank A,Traditional Bank,5,2026-06-03 18:18:57,don't bank here no more and never will again,0
Traditional Bank A,Traditional Bank,5,2026-06-03 17:39:31,Chase has been good to me.I like the bank friendly staff members and helpful,0
Traditional Bank A,Traditional Bank,5,2026-06-03 16:33:20,good working 💪,0
Traditional Bank A,Traditional Bank,1,2026-06-03 16:33:04,not happy with foreign customer service,1
Traditional Bank A,Traditional Bank,5,2026-06-03 16:10:52,awesome,0
Traditional Bank A,Traditional Bank,5,2026-06-03 16:05:35,saved my money Someone used a credit card schemer on me. started to attempt to buy things. Chase notify me immediately. Closed my card and refunded it all my money back instantly. Couldn't wish for a better bank.,1
Traditional Bank A,Traditional Bank,4,2026-06-03 15:46:42,very nice customer service,0
Traditional Bank A,Traditional Bank,5,2026-06-03 15:12:05,Very. easy to use.,0
Traditional Bank A,Traditional Bank,1,2026-06-03 14:44:49,If you cannot merge business and personal accounts together. So it's one or the other,0
Traditional Bank A,Traditional Bank,5,2026-06-03 13:56:21,excellent.,0
Traditional Bank A,Traditional Bank,1,2026-06-03 10:36:07,Doesn't work and the Ai assistant is awful,0
Traditional Bank A,Traditional Bank,5,2026-06-03 06:35:07,great app. easy to use.,0
Traditional Bank A,Traditional Bank,5,2026-06-03 06:08:34,"Very, very convenient.",0
Traditional Bank A,Traditional Bank,1,2026-06-03 04:54:04,Adds in a Banking app. More adds than information. 75 to 50% of the screen is adds. Guessing becuase of the adds this app eats battery power. I dropped all Chase products becuase of this greed and other shamless boarderline theft reasons. Would give zero stars if possible.,0
Traditional Bank A,Traditional Bank,1,2026-06-03 01:10:38,Don't waste time on a savings account! you'll be lucky to get 10 cents a month. Definitely looking into other banks.,0
Traditional Bank A,Traditional Bank,1,2026-06-03 00:57:30,services down when I call to dispute charges,0
Traditional Bank A,Traditional Bank,2,2026-06-02 23:49:15,No way to hide closed account card...,0
Traditional Bank A,Traditional Bank,5,2026-06-02 23:10:22,yay,0
Traditional Bank A,Traditional Bank,5,2026-06-02 23:03:03,super easy,0
Traditional Bank A,Traditional Bank,5,2026-06-02 22:04:30,i love chase I use them for my personal and my business!,0
Traditional Bank A,Traditional Bank,5,2026-06-02 21:52:56,I can do almost everything in the app.,0
Traditional Bank A,Traditional Bank,4,2026-06-02 21:45:16,it's such a Wonderful Blessed Circumstance that keeps me going through times of being on time with payments and my budgets.,0
Traditional Bank A,Traditional Bank,2,2026-06-02 21:15:14,"you can""t get your virtual card , slow frustrating.",0
Traditional Bank A,Traditional Bank,1,2026-06-02 20:32:07,"constant interruption while using this app, how many popups do you need",0
Traditional Bank A,Traditional Bank,1,2026-06-02 20:12:02,the absolute worst security policies I've ever experienced from any bank. I just love being treated like a criminal every time I try and do anything. chase is a terrible bank,0
Traditional Bank A,Traditional Bank,5,2026-06-02 20:07:15,awsome services,0
Traditional Bank A,Traditional Bank,1,2026-06-02 18:04:11,Credit Card payment due notifications are broken. 3 months with no notifications even though they are enabled in the app.,0
Traditional Bank A,Traditional Bank,1,2026-06-02 17:54:48,Your App is a joke. Never works right except to prevent me from doing what I need too. Will be looking forward to not having to update or ever see the app on my screen again.,0
Traditional Bank A,Traditional Bank,5,2026-06-02 16:28:20,Just Excellent!!!,0
Traditional Bank A,Traditional Bank,1,2026-06-02 16:20:55,"You had two months to fix the new ""Your devices or rooted or contains malware"" that makes checking my credit score and using Zelle impossible. It's mentioned everywhere in the forums, people have been mentioning it in the reviews, how come you've ignored this for so long? If this is not resolved soon, I might have to use another bank.",3
Traditional Bank A,Traditional Bank,5,2026-06-02 15:48:51,very good reward card,0
Traditional Bank A,Traditional Bank,5,2026-06-02 15:40:43,Services at Chase are Awesome!!!,0
Traditional Bank A,Traditional Bank,5,2026-06-02 15:35:57,excellent service,0
Traditional Bank A,Traditional Bank,5,2026-06-02 15:07:19,this is sweeet God bless America bud,0
Traditional Bank A,Traditional Bank,5,2026-06-02 13:11:15,The Chase app is absolutely easy to use. Very friendly and great user interface.,0
Traditional Bank A,Traditional Bank,5,2026-06-02 10:30:31,Great Let's Get Started 👍,0
Traditional Bank A,Traditional Bank,5,2026-06-02 10:17:47,Awesome Bank,0
Traditional Bank A,Traditional Bank,1,2026-06-02 07:44:07,This has to be one of the worst apps I've dealt with and Chase Bank is the worst bank as far as not caring about their apps just not working.,6
Traditional Bank A,Traditional Bank,5,2026-06-02 06:31:10,amazing 👏 really nice app 👌 👍,0
Traditional Bank A,Traditional Bank,5,2026-06-02 05:38:39,I ain't like service,0
Traditional Bank A,Traditional Bank,5,2026-06-02 03:57:59,so far easy to use,0
Traditional Bank A,Traditional Bank,5,2026-06-02 03:55:55,Great,0
Traditional Bank A,Traditional Bank,4,2026-06-02 03:50:06,I've never had an issue with the app. It really was bad that they're got rid of the account preview. It really helped me out when I needed to know my account balance without signing in.,3
Traditional Bank A,Traditional Bank,5,2026-06-02 02:46:15,Amazing,0
Traditional Bank A,Traditional Bank,5,2026-06-02 02:11:39,chase is a great bank..friendly service full of smiles and excellent spendature coverage protecting my funds from theft and fraud. So good sometimes I can't even use my own account without extra measures. Im great full to complain about spending my money instead of losing it. Thank you Chase Bank.,1
Traditional Bank A,Traditional Bank,4,2026-06-02 01:21:25,send too work better than website for now,0
Traditional Bank A,Traditional Bank,5,2026-06-02 00:09:48,👌🏼👍🏼,0
Traditional Bank A,Traditional Bank,1,2026-06-01 23:47:00,"I sent money to someone and should be able to confirm the payment. However, the Chase app blocks all screenshots and does not allow me to take a screenshot of my own transaction. I also cannot send a Zelle receipt. Taking a photo of the screen with another phone is inconvenient and unnecessary. Every other bank allows customers to take screenshots of their own payments. Why does Chase prevent customers from sharing proof of their own transactions?",0
Traditional Bank A,Traditional Bank,5,2026-06-01 23:25:57,yay,0
Traditional Bank A,Traditional Bank,4,2026-06-01 23:04:09,still feeling it out. no comment currently,0
Traditional Bank A,Traditional Bank,4,2026-06-01 22:56:13,not easy navigating,0
Traditional Bank A,Traditional Bank,5,2026-06-01 22:40:21,grateful for this app,0
Traditional Bank A,Traditional Bank,5,2026-06-01 21:57:25,works well for what I need it for,0
Traditional Bank A,Traditional Bank,5,2026-06-01 21:50:53,app works better than most. no technical issues using it. the cash back rewards / activation could be better.,1
Traditional Bank A,Traditional Bank,1,2026-06-01 21:23:33,App no longer opens normally. I have to minimize and maximize to see any detail.,0
Traditional Bank A,Traditional Bank,5,2026-06-01 19:48:45,so far so good!,0
Traditional Bank A,Traditional Bank,5,2026-06-01 19:30:18,good service,0
Traditional Bank A,Traditional Bank,5,2026-06-01 18:30:17,it's very easy to use,0
Traditional Bank A,Traditional Bank,5,2026-06-01 18:08:43,easy to navigate. clear,0
Traditional Bank A,Traditional Bank,5,2026-06-01 16:32:08,Can get a lot done on this app.,0
Traditional Bank A,Traditional Bank,5,2026-06-01 16:29:00,I love my Chase Bank. The app is easy to navigate and this makes banking easy.,0
Traditional Bank A,Traditional Bank,1,2026-06-01 16:24:13,why does it always say not connected to a network?,0
Traditional Bank A,Traditional Bank,5,2026-06-01 15:54:16,love the app / enjoy the kick backs..,0
Traditional Bank A,Traditional Bank,5,2026-06-01 15:41:45,Good morning everyone I'm fine how are you doing this morning I love Chase Bank cause it has all my money in IT and I need a QR CODE Scanner for my Chase Bank 🏧🏦 so when I go shopping my money is in my Chase Bank app I have BITCOIN MONEY on my phone and I am going on 2 Vacations and I am getting my Apple iPhone 17 pro max and Apple Laptop 💻 today,0
Traditional Bank A,Traditional Bank,5,2026-06-01 15:34:11,Easy to use,0
Traditional Bank A,Traditional Bank,3,2026-06-01 15:10:04,Chase has high fees for foreign transactions,0
Traditional Bank A,Traditional Bank,5,2026-06-01 14:41:02,Everything works on this app easily.,0
Traditional Bank A,Traditional Bank,5,2026-06-01 14:31:56,great app. but need to let me pay pending CC like the fresh to version,0
Traditional Bank A,Traditional Bank,5,2026-06-01 14:30:44,awesome,0
Traditional Bank A,Traditional Bank,5,2026-06-01 14:27:12,very easy and convenient to manage.,0
Traditional Bank A,Traditional Bank,4,2026-06-01 13:42:00,"other credit cards offer me a higher line of credit which I don't want. I use most of my shopping on Amazon. therefore, I use my Chase card the most and they refuse to raise credit line even though my credit history is good and my income is high.",1
Traditional Bank A,Traditional Bank,5,2026-06-01 12:05:35,thank you,0
Traditional Bank A,Traditional Bank,5,2026-06-01 07:58:55,making insurance payment.,0
Traditional Bank A,Traditional Bank,5,2026-06-01 06:31:43,The Best,0
Traditional Bank A,Traditional Bank,1,2026-06-01 05:12:06,"just got a new CC, downloaded the app, and it continually says it's not working when I search travel",0
Traditional Bank A,Traditional Bank,1,2026-06-01 03:42:10,not user friendly. Hard to get things setup,0
Traditional Bank A,Traditional Bank,5,2026-06-01 03:16:19,"chase is an amazing, customer service is above and beyond helpful.",0
Traditional Bank A,Traditional Bank,5,2026-06-01 02:06:37,love this card,0
Traditional Bank A,Traditional Bank,5,2026-06-01 01:11:47,"Becky from customer service is exceptional, help when it comes to resetting your password. Thanks amazon chase.",0
Traditional Bank A,Traditional Bank,1,2026-06-01 00:09:07,"Can you please update the available balance right away after making a payment on a card instead of me having to close the app and reopening it? Also, when negative,please show the availability as a negative so I don't have to figure out what I need to add to bring it to $0 plus what I need available.",1
Traditional Bank A,Traditional Bank,5,2026-05-31 21:21:36,easy to use,0
Traditional Bank A,Traditional Bank,5,2026-05-31 21:02:18,great application for a great bank,0
Traditional Bank A,Traditional Bank,5,2026-05-31 21:00:27,great service.,0
Traditional Bank A,Traditional Bank,3,2026-05-31 20:34:14,"Website is difficult to navigate, won't let me change my phone number",0
Traditional Bank A,Traditional Bank,5,2026-05-31 20:14:49,Seamless integration of all my accounts and an intuitive interface that keeps everything simple and accessible.,0
Traditional Bank A,Traditional Bank,4,2026-05-31 19:57:27,amazing app,0
Traditional Bank A,Traditional Bank,3,2026-05-31 18:59:21,Chase charges its customers too many HIGH INTEREST RATE FEES.,0
Traditional Bank A,Traditional Bank,5,2026-05-31 18:01:17,"Really great app, easy to navigate",0
Traditional Bank A,Traditional Bank,2,2026-05-31 17:40:04,app is dysfunction too much and the rewards come too few,0
Traditional Bank A,Traditional Bank,1,2026-05-31 17:27:46,tells me phone has malware or is rooted,0
Traditional Bank A,Traditional Bank,1,2026-05-31 15:54:34,"Recently started receiving the message that my device is rooted or has malware when trying to add a Zelle recipient. My device is not rooted and the Play Protect app scanned my device and didn't find any issues. In my situation, I had the Cisco Anyconnect VPN app installed, and removing resolved the issue. I later reinstalled the Cisco Anyconnect VPN app and the issue did not return. Update: Unfortunately, the message returned about a week later and it appears randomly.",1
Traditional Bank A,Traditional Bank,5,2026-05-31 10:04:10,Does everything it claims and everything I need.,0
Traditional Bank A,Traditional Bank,1,2026-05-31 09:27:45,"This is usually a good bank. Lately when I've tried to have money transferred to my account from my gig employer, it don't post. This is a MAJOR & recurring issue by the bank. I was trying to pay a bill that was due before deadline and late fees were added. But because Chase didn't post the money, I couldn't pay it. I'm now stuck paying late fees that amount to a full tank of gas. I haven't had any complaints until now. If Chase would just post the money upon transfer, that would be great.",4
Traditional Bank A,Traditional Bank,1,2026-05-31 09:12:40,Broken. Unreliable,0
Traditional Bank A,Traditional Bank,5,2026-05-31 06:53:31,checking in is effortless and robust. thank you all for making this possible!,0
Traditional Bank A,Traditional Bank,5,2026-05-31 03:29:36,thank you,0
Traditional Bank A,Traditional Bank,1,2026-05-30 23:12:54,It doesn't support my Old phone's OS.,0
Traditional Bank A,Traditional Bank,5,2026-05-30 22:09:42,The gold standard in quality service and customer satisfaction.,0
Traditional Bank A,Traditional Bank,4,2026-05-30 20:24:43,Only used it for 1 day so far. its coo,0
Traditional Bank A,Traditional Bank,2,2026-05-30 20:16:03,"The app has alerts settings that allow you to turn on or off transaction alerts, either email or push notification to my Android device. Up until late January everything worked fine, and I would get a push notification for every transaction that occurred on my Chase Sapphire Reserve card. Then they stopped after the app updated. I have messaged and called and they said they opened a ticket but still broken after months! I NEED app alerts of transactions. Please fix this!!!",20
Traditional Bank A,Traditional Bank,5,2026-05-30 20:15:39,Best bank I've ever built a steady relationship with. when they say they're there with you every step of the way. They really mean it lol,0
Traditional Bank A,Traditional Bank,5,2026-05-30 19:13:38,Love chase bank,0
Traditional Bank A,Traditional Bank,5,2026-05-30 18:41:18,nice,0
Traditional Bank A,Traditional Bank,1,2026-05-30 18:15:00,Chase rolls out a mobile payment feature (Paze) that most users are unable to connect to with no rhyme or reason why. I guess we don't need to get the 10x bonus on a small group of businesses anyway,0
Traditional Bank A,Traditional Bank,1,2026-05-30 18:10:55,"No way to contact customer service without a phone call. The artificial ""INTELLIGENCE"" digital assistant Chase purchased must be the discount rack version. It just keeps spitting out the same three responses. There's no live chat option and I don't have access to phone calls while traveling. 0/5 stars.",0
Traditional Bank A,Traditional Bank,2,2026-05-30 17:46:15,"Confusing and difficult to use. I find the app really confusing. The interface is not straightforward to use, and I have been using it for quite a few months now. I have used several different banking apps since I lived in different countries, but this one is the worst one so far. I find it difficult to access and keep track of the basic things such as spendings. The app shoud be redesigned and the interface should be made easier to use.",2
Traditional Bank A,Traditional Bank,3,2026-05-30 17:10:32,their credit card sux...high interest....,0
Traditional Bank A,Traditional Bank,5,2026-05-30 16:43:28,"I started banking with Chase two years ago. Having the Chase app is so convenient. I can send money to my mom through Zelle, I can transfer money from my checking into savings, or vice versa. And I can make payments on my credit card, which I also have through Chase. I can file a claim and dispute a charge as well. Simply an amazing app!",5
Traditional Bank A,Traditional Bank,5,2026-05-30 15:02:54,works great,0
Traditional Bank A,Traditional Bank,3,2026-05-30 07:37:32,Redeeming cash back to just another Chase account surprisingly takes longer than any other Bank!,0
Traditional Bank A,Traditional Bank,5,2026-05-30 06:31:09,Easy to navigate.,0
Traditional Bank A,Traditional Bank,5,2026-05-30 06:21:54,always there 24/7 whenever you need them,0
Traditional Bank A,Traditional Bank,4,2026-05-30 06:13:26,better service than my other charge cards I own.,0
Traditional Bank A,Traditional Bank,2,2026-05-30 04:55:04,"Chase...definite additional principle....can you? Hint, it's not just the payment amount.",0
Traditional Bank A,Traditional Bank,1,2026-05-30 03:59:38,"Won't let me check my credit score because I don't have a mainstream brand $1,000 phone.",1
Traditional Bank A,Traditional Bank,5,2026-05-30 03:40:51,"Chase has been a friendly, supportive system. I like the ease of use of the website, and the logical layout of the app.",0
Traditional Bank A,Traditional Bank,1,2026-05-30 02:47:02,Lowered my credit limit because I rarely use it and I payed it off when I do so I don't have to pay interest. I might destroy the card and never use ever again.,0
Traditional Bank A,Traditional Bank,5,2026-05-30 02:10:50,chase gives higher credit limits than Wells Fargo and definitely higher than Capital One.,2
Traditional Bank A,Traditional Bank,2,2026-05-30 01:25:34,we have a small business just launched we use Chase for all invoices and allow credit card payment or Zelle payments from Zelle doesn't trigger the invoices it has to be manually edited to select Zelle was the payment method what's the point ⁉️ THESE should be synchronized so notices of none pay from invoices verification would be accurate,0
Traditional Bank A,Traditional Bank,5,2026-05-30 01:08:32,this app is rad and saves me tons of time!,0
Traditional Bank A,Traditional Bank,1,2026-05-30 00:09:52,"Updating my review from 5 stars to 1 star because apparently some fumb-duck exec at Chase said ""you know what our customers that are LETTING US USE THEIR MONEY FOR FREE need more of? Pop-up ads for Chase products they're not using yet."" In a single log-in to pay down my two cards, I received THREE FULL-SCREEN ADS for the Sapphire Platinum BS card. And then on EACH account screen I got a pop-up either for some flight discounts or a notice to activate my 5% cash back on vuvuzelas or whatever.",0
Traditional Bank A,Traditional Bank,5,2026-05-29 23:54:19,great,0
Traditional Bank A,Traditional Bank,1,2026-05-29 22:30:32,Too much of a pain to log in,0
Traditional Bank A,Traditional Bank,5,2026-05-29 22:25:11,Awesome,0
Traditional Bank A,Traditional Bank,5,2026-05-29 22:04:53,Chase is great. Security on my account is commendable.,0
Traditional Bank A,Traditional Bank,5,2026-05-29 21:39:20,Best credit card ever,0
Traditional Bank A,Traditional Bank,1,2026-05-29 21:19:25,chase customer service is impossible!!!!,0
Traditional Bank A,Traditional Bank,1,2026-05-29 20:45:09,app not user friendly,0
Traditional Bank A,Traditional Bank,5,2026-05-29 19:46:55,ease of use,0
Traditional Bank A,Traditional Bank,5,2026-05-29 19:28:56,so easy to use.,0
Traditional Bank A,Traditional Bank,5,2026-05-29 19:05:37,great and easy app,0
Traditional Bank A,Traditional Bank,5,2026-05-29 18:02:59,Years of use. I'm happy.,0
Traditional Bank A,Traditional Bank,5,2026-05-29 17:25:51,so dope,0
Traditional Bank A,Traditional Bank,1,2026-05-29 15:49:13,"Edit: most recent update has removed all transactions from this month. I cannot see any purchases from November. When you click ""all transactions"" it is not necessary to hide transactions based on month. Please fix this and show all transactions. Does not show running balance for credit card. Discover has had this functionality for years edit: may 29, 2026. trying to search merchant transaction using exact name of merchant as it appears. does not work. please fix transaction search",1
Traditional Bank A,Traditional Bank,5,2026-05-29 14:47:00,Great App,0
Traditional Bank A,Traditional Bank,5,2026-05-29 08:29:06,Trustworthy & convenient. Bank for all.,0
Traditional Bank A,Traditional Bank,5,2026-05-29 07:52:01,Great service and accessibility.,0
Traditional Bank A,Traditional Bank,5,2026-05-29 06:56:03,Great bank,0
Traditional Bank A,Traditional Bank,1,2026-05-29 01:44:11,because it want let me give 0 stars,0
Traditional Bank A,Traditional Bank,5,2026-05-28 21:55:26,great 👍,0
Traditional Bank A,Traditional Bank,5,2026-05-28 21:34:43,interest rates way to high,0
Traditional Bank A,Traditional Bank,1,2026-05-28 20:16:10,forcing us to get a new phone in order to use this app?,0
Traditional Bank A,Traditional Bank,5,2026-05-28 20:05:49,Great app I love it,0
Traditional Bank A,Traditional Bank,5,2026-05-28 20:04:41,Hands down THE BEST customer service and account service! Love Chase bank!,0
Traditional Bank A,Traditional Bank,5,2026-05-28 19:11:55,best card I have,0
Traditional Bank A,Traditional Bank,1,2026-05-28 18:40:01,trash,0
Traditional Bank A,Traditional Bank,1,2026-05-28 18:25:12,"spams for review asks, down vote for that reason. please leave me alone",0
Traditional Bank A,Traditional Bank,2,2026-05-28 18:20:59,"can no longer look at credit score because it thinks my phone is ""rooted"" or has ""malware"", which it doesn't. Another person I know has the same issue.",0
Traditional Bank A,Traditional Bank,4,2026-05-28 17:08:47,no problems. good service,0
Traditional Bank A,Traditional Bank,1,2026-05-28 16:56:35,SMS is not an acceptable form of two factor authentication for a bank. Do better.,0
Traditional Bank A,Traditional Bank,4,2026-05-28 16:01:18,great,0
Traditional Bank A,Traditional Bank,5,2026-05-28 13:38:16,"easy, convenient, helpful, love the rewards",0
Traditional Bank A,Traditional Bank,5,2026-05-28 09:08:59,Great service,0
Traditional Bank A,Traditional Bank,1,2026-05-28 08:49:02,This bank is not to be trusted when it comes to your money,0
Traditional Bank A,Traditional Bank,5,2026-05-28 06:59:53,"best bank I've ever been a customer to, the app is easy to use and has EVERYTHING you need. I have banked at 2 other banks besides this one and I will never be happy using another bank besides chase again. Every App, bank, business, and product should be held to this conveniency and customer support standard.",1
Traditional Bank A,Traditional Bank,5,2026-05-28 06:51:26,easy Helpful when I need Help.,0
Traditional Bank A,Traditional Bank,5,2026-05-28 04:06:36,THEY'VE NEVER FAILED ME YET!!!,0
Traditional Bank A,Traditional Bank,5,2026-05-28 04:05:43,Amazon works with them,0
Traditional Bank A,Traditional Bank,1,2026-05-28 03:35:19,No app support so you need to call them and chase doesn't allow you to transfer your money to another bank. I had to call them twice because they blocked my account and denied the transfer twice. When I called again after the second time they said the back office is not going to allow the transfer for unknown reasons and I have to do wire instead. Figures because wire has a 25 USD fee,2
Traditional Bank A,Traditional Bank,5,2026-05-28 01:18:48,my united card from chase is awesome,0
Traditional Bank A,Traditional Bank,2,2026-05-28 00:15:43,"App is fine but not what I'd expect of such a large corporation. The sign is constantly resetting itself, why have biometric if that doesn't save? I prefer Discover...",0
Traditional Bank A,Traditional Bank,3,2026-05-28 00:07:53,"still can't figure out the ""reward"" system & how it works though.",0
Traditional Bank A,Traditional Bank,1,2026-05-27 23:56:17,too difficult to pay bills,0
Traditional Bank A,Traditional Bank,1,2026-05-27 23:54:04,"sure, works fine until they remove access. then it's cancer",0
Traditional Bank A,Traditional Bank,4,2026-05-27 23:34:58,I like this app. This app is good for banking purposes and it is very convenient and effective,0
Traditional Bank A,Traditional Bank,3,2026-05-27 22:41:54,getting an error while trying to check credit score. says unable to use due to being rooted or malware but neither are true.,0
Traditional Bank A,Traditional Bank,1,2026-05-27 20:20:00,New update thinks my phone is rooted/jailbroken so it locks up a lot of features. Apparently this is happening to a lot of others too,0
Traditional Bank A,Traditional Bank,5,2026-05-27 19:41:31,THE BEST....BETTER THAN ALL THE REST!,0
Traditional Bank A,Traditional Bank,1,2026-05-27 19:31:45,right in the middle of me using the app for a critical reason you asked me about a stupid survey,0
Traditional Bank A,Traditional Bank,3,2026-05-27 19:17:42,"despite being on time with payments, they will not lower my percentage rate.",0
Traditional Bank A,Traditional Bank,5,2026-05-27 19:04:47,love this bank,0
Traditional Bank A,Traditional Bank,3,2026-05-27 17:50:43,The 5% categories are absolutely pathetic.,0
Traditional Bank A,Traditional Bank,4,2026-05-27 17:33:54,I wish the cc cash-back categories were automatically applied and you didn't have to select them every quarter.,0
Traditional Bank A,Traditional Bank,5,2026-05-27 17:26:33,Works good enough for me,0
Traditional Bank A,Traditional Bank,5,2026-05-27 17:04:32,easy ro set up and use,0
Traditional Bank A,Traditional Bank,5,2026-05-27 17:00:25,very easy to navigate.,0
Traditional Bank A,Traditional Bank,1,2026-05-27 16:40:18,"the app is slow, never lets me use the fingerprint sign in that I set up, even the app account ing is wrong. Wow that's wack.",0
Traditional Bank A,Traditional Bank,5,2026-05-27 15:55:14,"Chase is great with helping people manage their basic bank accounts, including credit cards. the banking information is always detailed and consistent.",0
Traditional Bank A,Traditional Bank,1,2026-05-27 14:46:40,Ads with a side of finance. Shameless.,0
Traditional Bank A,Traditional Bank,1,2026-05-27 14:29:55,keeps messing with my credit score,0
Traditional Bank A,Traditional Bank,5,2026-05-27 12:17:30,Love Chase ❤️,0
Traditional Bank A,Traditional Bank,1,2026-05-27 08:11:37,"not supporting older phones, bad business",0
Traditional Bank A,Traditional Bank,5,2026-05-27 08:11:28,great since I've downloaded and got back to working forms or stance app wise I guess,0
Traditional Bank A,Traditional Bank,3,2026-05-27 07:33:12,"🤔LACKING because Sat and Sun are still spending days and days I want to stay on top of all transactions and I know it's possible and then nothing on Mondays for years is very disconcerting. OLD Chase app used to show each transaction very very shortly after it happened and within a couple hours or less. Also, have to login every single time I want to see a transaction. App does not always work.",3
Traditional Bank A,Traditional Bank,5,2026-05-27 06:59:35,chase has always been great for me 7 years and counting,0
Traditional Bank A,Traditional Bank,1,2026-05-27 06:02:50,they won't increase me limit,0
Traditional Bank A,Traditional Bank,2,2026-05-27 05:28:24,APR to high,0
Traditional Bank A,Traditional Bank,5,2026-05-27 04:30:51,Love the easy to read notifications.,0
Traditional Bank A,Traditional Bank,5,2026-05-27 04:20:23,MY OPION IS CHASE.IS BY FAR THE BEST BANK IVE EVER BANKED AT.,0
Traditional Bank A,Traditional Bank,5,2026-05-27 04:03:36,very pleased with Chase card.,0
Traditional Bank A,Traditional Bank,1,2026-05-27 03:42:12,I don't think with Chase I don't use this app I downloaded it before because I was thinking about banking with Chase but they have too many fees and if you don't leave a certain amount of money in your checking account they will see you for that too like $25 fee everyday,0
Traditional Bank A,Traditional Bank,5,2026-05-27 03:24:48,works great. great ui,0
Traditional Bank A,Traditional Bank,1,2026-05-27 03:02:21,Way to support the throw-away society and alienate all of your customers using a perfectly functional phone over 5 years old.,0
Traditional Bank A,Traditional Bank,5,2026-05-27 03:00:23,Very easy to use.,0
Traditional Bank A,Traditional Bank,5,2026-05-27 02:55:53,good card,0
Traditional Bank A,Traditional Bank,5,2026-05-27 00:07:45,easy to navigate tasks.,0
Traditional Bank A,Traditional Bank,1,2026-05-26 22:59:39,"Terrible experience, Chase disregarded all information on my CC application and set me up with outdated data from 2001 instead. I sent written confirmation asking for corrected info and they still disregarded it",0
Traditional Bank A,Traditional Bank,1,2026-05-26 21:18:10,Engineered by complete idiots. To log in you need an SMS verification code. But this jackass company takes over 15 minutes to send the code. Stupid stupid stupid.,0
Traditional Bank A,Traditional Bank,5,2026-05-26 21:00:40,good and easy,0
Traditional Bank A,Traditional Bank,5,2026-05-26 16:46:30,this financial institution has always been there and had my back. customer service is tpp notch. the only issue i ever see is getting a hold of them in a timely manner. but overall a great bank,0
Traditional Bank A,Traditional Bank,4,2026-05-26 13:43:37,App is fine. 4 stars instead of 5 because Chase stopped allowing cash rewards to be deposited into non-Chase accounts. My Citi & AMEX still allow for cash rewards to be deposited into my non-Chase account. Typically corporate greed at it again.,0
Traditional Bank A,Traditional Bank,5,2026-05-26 12:50:25,thanks thanks,0
Traditional Bank A,Traditional Bank,1,2026-05-26 12:26:24,I can't use some features on the app simply because I have a VPN installed on my phone. This is ridiculous.,0
Traditional Bank A,Traditional Bank,5,2026-05-26 09:14:31,The app is easy to use,0
Traditional Bank A,Traditional Bank,5,2026-05-26 07:00:10,easy to navigated and very safe,0
Traditional Bank B,Traditional Bank,5,2026-06-20 14:32:48,Intuitive and smooth. Love having access to my credit score so easily. Communication through the app for a dispute and records is a snap.,0
Traditional Bank B,Traditional Bank,5,2026-06-20 14:12:20,"I use the Citi Bank app only for my Costco Anywhere Visa. Fast biometric login, easy balance checks, bill pay, and rewards tracking (2% Costco, 4% gas). Autopay works great. Filed a smooth dispute for my Samsung purchase—strong security with instant card lock. Minor slow refreshes and basic UI. Still reliable for shift work. 4.3/5. Good for Costco card users.",0
Traditional Bank B,Traditional Bank,5,2026-06-20 13:44:33,easy-to-use,0
Traditional Bank B,Traditional Bank,5,2026-06-20 10:21:48,rasy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-20 08:47:24,"As a college student, I have found the Costco Citi Card to be very helpful for saving money on affordable gas while earning annual cash back rewards. The mobile app is easy to navigate, and the card provides a reasonable credit limit that makes it easy to maintain a low utilization rate and keep over 89% of my available balance available for future purchases. 👌",0
Traditional Bank B,Traditional Bank,5,2026-06-20 08:41:19,"easy to use, relatively intuitive.",0
Traditional Bank B,Traditional Bank,5,2026-06-20 08:32:22,awesome credit.,0
Traditional Bank B,Traditional Bank,5,2026-06-20 08:19:11,Great service thank you,0
